;importance;stddev;p_value;n;p99_high;p99_low
bvpMean infoProcess V30 meanFixDur V17;0.04068141245058906;0.010160365084070498;0.0004304777832372714;5;0.061601744589859425;0.019761080311318697
bvpMean infoProcess V2 hrMean V40;0.040673704736935046;0.005929251121702029;5.2688938628546606e-05;5;0.052882114747479024;0.028465294726391067
AU04_r V2 bvpSD;0.040663598488745414;0.004044813528004312;1.1594292675843126e-05;5;0.048991925448170354;0.032335271529320475
AU15_r V17 bvpSD;0.04064959265869156;0.009080462965739874;0.00027991866745090486;5;0.059346391410485706;0.02195279390689741
bvpMean infoProcess V30 V16 hrMean;0.04063998459416659;0.01008379441065732;0.0004197859345792404;5;0.06140265665856004;0.019877312529773133
bvpMean V2 V16 hrMean V40;0.040639425231254314;0.007233110805631772;0.0001154960902373954;5;0.055532500352265604;0.025746350110243024
bvpMean infoProcess V40 V17 bvpSD;0.04061991401292357;0.00467177782216678;2.0631598795751986e-05;5;0.05023916911959647;0.031000658906250672
AU04_r infoProcess V40;0.04059614513083774;0.004658589109652547;2.0449021169736764e-05;5;0.050188244496156456;0.031004045765519017
AU01_r V30 V17;0.04057831530052754;0.016531001371235452;0.002683675094107199;5;0.07461587560662133;0.006540754994433733
bvpMean infoProcess V5 V16 hrMean;0.04056454772605682;0.00734451764492106;0.00012350931372659247;5;0.05568701106897091;0.025442084383142733
bvpMean infoProcess meanFixDur V17 bvpSD;0.040564002982681216;0.005603332024314435;4.26024121355939e-05;5;0.05210134106702349;0.029026664898338935
bvpMean V16 V40 V17 bvpSD;0.04053091162171061;0.007077530973499956;0.0001071788637728955;5;0.05510364571802069;0.02595817752540053
bvpMean V1 V2 meanFixDur V40;0.040491110875996425;0.006491264120105197;7.661648806100254e-05;5;0.05385671341809766;0.02712550833389519
AU15_r hrMean bvpSD;0.04046291059639069;0.005979931286399262;5.5615371193752475e-05;5;0.05277567176652059;0.028150149426260793
AU04_r V30 V17 bvpSD;0.04046142266736641;0.007396127419275559;0.00012821214604236453;5;0.055690151248999294;0.025232694085733524
bvpMean V1 V30 hrMean V17;0.04045344217237261;0.011070256168017512;0.0006106949203551297;5;0.06324725262952112;0.0176596317152241
V1 V2 V30 V5 V40;0.04042614090495315;0.009013196295797707;0.0002778418865670083;5;0.05898443665361219;0.02186784515629411
bvpMean V1 V2 meanFixDur V17;0.040419970686762084;0.00623148065561559;6.569360831615555e-05;5;0.05325067548489017;0.027589265888634
bvpMean V2 hrMean V40 bvpSD;0.04041282765844071;0.006142689101842774;6.212654173408265e-05;5;0.053060709420120866;0.02776494589676055
bvpMean infoProcess V5 meanFixDur V16;0.04041254708855937;0.004413793998912179;1.6806937242666504e-05;5;0.04950060993743567;0.031324484239683065
AU01_r V5 hrMean;0.04040953343006852;0.01871113461205359;0.004233321115283858;5;0.07893601821165047;0.0018830486484865613
bvpMean V1 V2 V5;0.040393100372644784;0.006872114479187538;9.676908497088998e-05;5;0.05454287906800792;0.026243321677281647
bvpMean V1 meanFixDur hrMean bvpSD;0.04038302571101528;0.006246995133430659;6.65792788972638e-05;5;0.05324567503339746;0.027520376388633097
V1 infoProcess V2 hrMean;0.0403706374410021;0.0075273592509399944;0.0001385547303039268;5;0.05586957417784873;0.024871700704155467
bvpMean V1 V30 V16 V40;0.04032859042167429;0.007743559212880737;0.00015539554512909652;5;0.056272685868357944;0.02438449497499064
bvpMean V1 V30 V16 V17;0.040282949814242984;0.00899279547935098;0.0002792249008776515;5;0.05879923999986897;0.021766659628616996
bvpMean V1 V5 V17 bvpSD;0.04025874666326418;0.006451397949515445;7.649446967630802e-05;5;0.05354226420911208;0.026975229117416274
AU04_r infoProcess V5;0.04025404513792511;0.004472090135471054;1.7983403890454966e-05;5;0.049462140537714375;0.031045949738135844
bvpMean V5 hrMean V17 bvpSD;0.04023554653536763;0.008468586007201849;0.00022220753801398643;5;0.05767248217249368;0.02279861089824158
bvpMean infoProcess V30 meanFixDur;0.040214394352166186;0.009314486246920689;0.0003219932455045868;5;0.05939305027445711;0.021035738429875255
bvpMean infoProcess V5 V16 V40;0.04021422957316265;0.004611451904084942;2.039091114268844e-05;5;0.04970927278071226;0.030719186365613053
V1 infoProcess V30 V16 V40;0.04016511250082029;0.009819271043094505;0.00039651779091664835;5;0.06038312729530043;0.019947097706340153
AU04_r infoProcess bvpSD;0.04015405266248023;0.0019168025485935256;6.21233466613106e-07;5;0.044100775603060964;0.0362073297218995
bvpMean V1 V30 bvpSD;0.04015378515930192;0.009595409482670576;0.00036321609495670957;5;0.059910865906773615;0.02039670441183023
AU04_r V30 meanFixDur V17;0.04015055803820008;0.005959032574176002;5.655475161291751e-05;5;0.052420288471011385;0.02788082760538877
V1 infoProcess V30 hrMean V17;0.04014651583000828;0.011800213967265131;0.0008011384234361484;5;0.0644433194848966;0.01584971217511996
bvpMean V1 infoProcess bvpSD;0.0401463539680329;0.004744965186342021;2.2987031630124164e-05;5;0.049916302869099496;0.030376405066966303
AU01_r V1 V5;0.04010634705866236;0.01766552952555742;0.0035488308413783695;5;0.0764799165153506;0.003732777601974116
bvpMean infoProcess V30 V16 V17;0.04010381770177361;0.011599760688443123;0.0007538383966383837;5;0.06398788528500868;0.016219750118538552
V1 V2 hrMean V17 bvpSD;0.040079347956462244;0.006435647234088464;7.710507481079351e-05;5;0.05333043456154797;0.026828261351376517
AU15_r meanFixDur bvpSD;0.040078444614931284;0.00956971052903629;0.0003620926067936416;5;0.05978261086167269;0.020374278368189874
bvpMean V5 hrMean V40 bvpSD;0.040052811321539275;0.007343397393615993;0.0001297235992495414;5;0.05517296805153271;0.02493265459154584
V1 infoProcess V30 hrMean;0.04001679383715011;0.011666898783065115;0.0007768708353597;5;0.06403909968515893;0.015994487989141284
bvpMean V1 V30 V5 V40;0.03999904218982022;0.008572892786672606;0.00023842405161333862;5;0.05765074692754946;0.02234733745209098
bvpMean infoProcess V2 hrMean V17;0.03999230370097886;0.006887613430725495;0.0001015237118293334;5;0.054173994951776924;0.02581061245018079
bvpMean infoProcess hrMean V17 bvpSD;0.03998325802603984;0.006545327892888264;8.318281055083454e-05;5;0.05346017862354216;0.026506337428537516
bvpMean V1 V5 V40 bvpSD;0.0399745520992276;0.005291344397666246;3.5994208400038845e-05;5;0.05086950334817401;0.029079600850281197
V1 V2 V30 meanFixDur V16;0.03997042818074098;0.009454318581832693;0.00034916042250595513;5;0.05943700081330398;0.020503855548177977
bvpMean V1 V5 hrMean V17;0.03996426504653612;0.009535360043565798;0.0003610571275859937;5;0.05959770316891963;0.020330826924152615
bvpMean V5 V16 V40 V17;0.03993291271015729;0.006822861271067994;9.840237884837357e-05;5;0.0539812783692506;0.025884547051063973
infoProcess V2 V5 V16 hrMean;0.03992268819631391;0.006064688017491747;6.198547134592636e-05;5;0.05240996464722575;0.027435411745402066
bvpMean V1 V16 hrMean V40;0.03986261614836253;0.007869215643559456;0.00017314431551048533;5;0.0560654399225701;0.023659792374154952
V1 V2 V30 V5 V17;0.03981428867419666;0.009531357940100293;0.0003657349378221452;5;0.05943948641022974;0.020189090938163578
bvpMean V1 V5 V16 V40;0.039791078543141144;0.005363153619127185;3.8660947048012995e-05;5;0.05083388597158454;0.02874827111469775
bvpMean V1 V30 meanFixDur V40;0.039756087724397884;0.008156622982312383;0.00020119562994154577;5;0.056550687181489305;0.022961488267306464
bvpMean V1 infoProcess V5 V17;0.03974593677367749;0.006401684836215923;7.803921592333611e-05;5;0.05292709433213343;0.026564779215221553
V1 V2 V30 hrMean;0.03973756779738689;0.009501030753989545;0.0003639660184939584;5;0.05930032143805168;0.020174814156722093
bvpMean V1 V5 hrMean V40;0.039716353124148576;0.008379960996316658;0.0002243482050190409;5;0.056970808638934195;0.022461897609362957
V1 V2 meanFixDur hrMean bvpSD;0.03969274875323642;0.005907406279435114;5.717490760936794e-05;5;0.051856179931625015;0.02752931757484782
AU04_r V30 V5;0.03966033593193845;0.00668803248459027;9.346722421958384e-05;5;0.05343108725614226;0.025889584607734634
AU04_r V16 V40;0.03964782587658198;0.00428874033382625;1.617623372123966e-05;5;0.04847840150062103;0.03081725025254293
V2 V5 V16 hrMean bvpSD;0.03964183361594257;0.005899713356174135;5.7170502885191785e-05;5;0.05178942495900931;0.027494242272875828
AU04_r V5 meanFixDur;0.03964016105291479;0.004890055621238292;2.7235395901082153e-05;5;0.04970885316479573;0.02957146894103385
bvpMean infoProcess meanFixDur V16 V40;0.039628543008471205;0.004342128046661734;1.7023117168732574e-05;5;0.048569044671135125;0.030688041345807285
V1 V30 V5 hrMean bvpSD;0.03962271457146136;0.010829261888171973;0.0006077673519125864;5;0.06192031447551298;0.01732511466740974
bvpMean infoProcess V16 V40 V17;0.03959387552096004;0.006122735436381457;6.648588590066848e-05;5;0.05220067240966639;0.026987078632253695
infoProcess V2 V30 meanFixDur hrMean;0.03957669051434652;0.009406996294338204;0.00035579557814724466;5;0.05894582590289485;0.020207555125798193
V1 infoProcess V30 V17 bvpSD;0.0395249340331504;0.011946923279419795;0.0008904001020032337;5;0.06412381418950336;0.014926053876797442
V1 infoProcess V2 V40 bvpSD;0.03947382339975717;0.0045658634056415055;2.110222674456335e-05;5;0.04887499925891173;0.030072647540602616
bvpMean V2 V5 meanFixDur hrMean;0.03947180855310077;0.005912559023613154;5.864795048103635e-05;5;0.05164584930297045;0.027297767803231097
bvpMean V2 V5 meanFixDur bvpSD;0.03947174001128528;0.0043327807673884675;1.7145801846236015e-05;5;0.04839299549673241;0.03055048452583815
bvpMean V1 meanFixDur V16 bvpSD;0.039427806637394855;0.004528006136403073;2.051162127919237e-05;5;0.04875103385594441;0.030104579418845298
bvpMean infoProcess meanFixDur V16 V17;0.03942140504924729;0.006332490087802575;7.722444316147504e-05;5;0.05246008966434709;0.026382720434147494
bvpMean V16 hrMean V40 bvpSD;0.03937526570835344;0.00738978467068094;0.0001421310788142112;5;0.054590934482963906;0.02415959693374297
AU04_r meanFixDur V16;0.039326414778105646;0.004467347997333338;1.9642980417133826e-05;5;0.04852474604992604;0.03012808350628525
V1 V2 V30 meanFixDur bvpSD;0.039310628765757895;0.009027700542552263;0.0003115383849263584;5;0.05789878895895457;0.02072246857256122
bvpMean V1 V30 V5 V17;0.039301371084365634;0.009551608670482412;0.00038761903024794815;5;0.05896826535415034;0.019634476814580932
infoProcess V2 V30 V5 hrMean;0.03929953766207154;0.01041421531490454;0.0005401700511754309;5;0.06074255093521224;0.017856524388930838
AU04_r V5 bvpSD;0.03928670923866815;0.003247731110589554;5.553566695673945e-06;5;0.04597383248378632;0.03259958599354998
bvpMean V2 V30 V16 hrMean;0.03924549208782202;0.008928875800714324;0.00030047953383471936;5;0.05763017077167129;0.020860813403972753
bvpMean V1 V2 bvpSD;0.03922572534836886;0.005611330085609465;4.8910568083981966e-05;5;0.05077953155146256;0.027671919145275156
V1 V2 hrMean V40 bvpSD;0.0392217224856158;0.0058141985162128845;5.6287924795243096e-05;5;0.051193237591261626;0.027250207379969967
bvpMean infoProcess V2 V30;0.03920679583105038;0.010741041499167573;0.0006132879515288097;5;0.06132274873480659;0.01709084292729417
V1 V2 meanFixDur hrMean V40;0.0391943404613217;0.007554600738267696;0.00015773261245345189;5;0.05474936779709343;0.02363931312554996
bvpMean V1 infoProcess V40 V17;0.039153207762442764;0.005213681167079901;3.685454732354597e-05;5;0.04988824934619197;0.02841816617869356
bvpMean infoProcess V2 meanFixDur V17;0.039136507751623875;0.006191713433419287;7.273440378563088e-05;5;0.051885331289608344;0.026387684213639403
bvpMean V1 V5 meanFixDur bvpSD;0.03912353544438183;0.0036652592181678594;9.136553868126165e-06;5;0.046670354833855454;0.03157671605490821
infoProcess V2 V30 V5 meanFixDur;0.03911067036833247;0.010986507958099448;0.0006746418889488562;5;0.06173204210373641;0.016489298632928525
AU04_r V30 meanFixDur;0.03910502713201599;0.005559382413089387;4.772472443882115e-05;5;0.05055187235939772;0.02765818190463426
V1 V2 V16 V40 V17;0.03908691939554747;0.004507973057798821;2.086014778347583e-05;5;0.04836889822836429;0.02980494056273064
AU15_r V30 V17;0.03906697896422605;0.014376225069586586;0.0018531510389666788;5;0.06866782508305137;0.009466132845400724
bvpMean V5 meanFixDur V16 bvpSD;0.03906476551739248;0.0036392210895835352;8.934399689432163e-06;5;0.04655797204022579;0.031571558994559164
V1 infoProcess V2 meanFixDur;0.039060950035942454;0.007928122690440343;0.0001929324776690714;5;0.05538506423385968;0.022736835838025226
V1 V2 V30 V16 V17;0.039058029555743744;0.008752502370802473;0.0002833584557267897;5;0.05707955290966465;0.02103650620182284
AU04_r hrMean bvpSD;0.03903615232033848;0.007528002858324939;0.00015805138655475534;5;0.05453641425368631;0.023535890386990655
V1 V2 V30 meanFixDur V40;0.039026649977878206;0.009595397343334035;0.0004052935462019696;5;0.058783705730288176;0.019269594225468235
infoProcess V2 V30 meanFixDur bvpSD;0.039025121982847896;0.010159012977654825;0.0005046079246972447;5;0.05994267011632029;0.018107573849375502
bvpMean V2 meanFixDur V16 bvpSD;0.03901832170387366;0.004903670088802764;2.9315740022676008e-05;5;0.04911504619264179;0.028921597215105538
bvpMean infoProcess V30 V5 V17;0.03896225068580391;0.011011411403464658;0.0006903759645734267;5;0.06163489895941701;0.01628960241219081
AU04_r V5 V40;0.03896028859192389;0.004794863357520917;2.6982203392074294e-05;5;0.048832978517113844;0.02908759866673393
AU04_r V30 hrMean;0.03890745094192294;0.010401129692524224;0.0005585763100898616;5;0.06032352073772005;0.017491381146125827
V1 V2 hrMean V40 V17;0.038894349757097726;0.006620435408442249;9.69588855995706e-05;5;0.05252591776722189;0.025262781746973564
bvpMean V1 V5 meanFixDur hrMean;0.0388885175067782;0.006879397027218972;0.0001127691026168462;5;0.05305329106919357;0.024723743944362827
V1 infoProcess V30 bvpSD;0.03882817712204648;0.010897018923314626;0.0006722618987395725;5;0.06126528969795857;0.01639106454613439
bvpMean V5 V16 hrMean V40;0.03882748325986383;0.008179174542082026;0.00022294283240641223;5;0.05566851669021662;0.021986449829511034
bvpMean V1 V5 meanFixDur V16;0.03881848798740519;0.0034704518778544725;7.5850203818363785e-06;5;0.04596419637064997;0.031672779604160414
AU04_r V30 V40 V17;0.0387932173734537;0.006266091556223613;7.891982813155672e-05;5;0.05169518649430719;0.025891248252600217
bvpMean infoProcess V16 hrMean V17;0.038780808425315186;0.007157764197595842;0.00013315277675868072;5;0.0535187438389797;0.024042873011650673
AU04_r V16 bvpSD;0.038775034472076454;0.003256556197610971;5.914708100744485e-06;5;0.04548032869334739;0.03206974025080552
V1 V2 V16 V17 bvpSD;0.03873377733545295;0.005364728492897052;4.30512360621586e-05;5;0.04977982745075557;0.027687727220150324
bvpMean V2 meanFixDur V16 V17;0.038724030577576694;0.005682924005875769;5.409748946075253e-05;5;0.05042524965203186;0.02702281150312153
V1 infoProcess V5 meanFixDur hrMean;0.03870477735233933;0.008526789790836506;0.0002652597341968394;5;0.05626155538443092;0.021147999320247735
V1 infoProcess V2 V17 bvpSD;0.03866291638978282;0.006193986267921256;7.64128051031098e-05;5;0.051416419725420756;0.02590941305414489
bvpMean V30 V5 meanFixDur bvpSD;0.0386281576812008;0.008229660478051232;0.0002329466295184583;5;0.055573142351503985;0.02168317301089762
bvpMean V30 V5 V40 bvpSD;0.03861884177472852;0.008233738699114453;0.00023361387613284585;5;0.055572223558567876;0.021665459990889164
bvpMean V1 V16 V40 V17;0.038593029288057724;0.006207831921141012;7.763716302210004e-05;5;0.05137504101504241;0.025811017561073044
AU04_r V5 V17;0.038585552446760096;0.004825652028892808;2.8754326632780274e-05;5;0.04852163667184944;0.028649468221670756
AU04_r hrMean V40;0.03858307424083953;0.008562998244741453;0.0002729608285596494;5;0.05621440597997543;0.020951742501703636
bvpMean V1 V30 hrMean;0.0385761104969369;0.010664000199170494;0.0006347218368323162;5;0.06053343429917519;0.016618786694698608
bvpMean V2 V5 V16;0.0385703862425454;0.007273158077046087;0.00014479138337127246;5;0.053545919248910875;0.023594853236179925
V1 V2 V30 V16 bvpSD;0.038563875236360526;0.008681619302325673;0.000288449648562791;5;0.05643944937257958;0.020688301100141474
bvpMean V30 V16 hrMean bvpSD;0.03856333687370585;0.009351066901178902;0.00038425873091274315;5;0.05781731286871281;0.019309360878698882
AU01_r hrMean bvpSD;0.03855816838667812;0.01538483211705178;0.0024894076670988305;5;0.07023575035666513;0.006880586416691099
V2 V5 V16 hrMean V40;0.03854235627795279;0.005933630587280508;6.53294748357072e-05;5;0.05075978366865351;0.02632492888725208
V1 V2 meanFixDur hrMean V17;0.03852729331959961;0.006838573910216377;0.00011427265634763699;5;0.0526080115198712;0.024446575119328018
bvpMean V1 infoProcess meanFixDur;0.03849810159124745;0.005151284801596756;3.756550184310689e-05;5;0.04910466819605743;0.027891534986437462
V1 infoProcess meanFixDur hrMean bvpSD;0.03848919867086675;0.007017638259561486;0.00012693487348112187;5;0.052938612841372246;0.024039784500361264
AU04_r meanFixDur hrMean;0.03848876794300267;0.006629516336768793;0.00010157461139603963;5;0.052139033710062954;0.024838502175942388
V1 V2 V16 hrMean;0.038439883392714556;0.0049522586750057945;3.233820981943646e-05;5;0.04863665245204035;0.02824311433338876
V1 V2 V30 V16 V40;0.038406079768492675;0.008178563347779005;0.00023252861011609233;5;0.05524585474132794;0.021566304795657406
bvpMean V1 meanFixDur V16 hrMean;0.03839132680767506;0.0053858202323932;4.528402920750966e-05;5;0.04948080510611907;0.027301848509231057
